Year,Month,Temp. Anomaly,UC,Temperature
1804,1,3.49,6.72,-0.53
1804,2,-1.59,2.29,-3.799
1804,3,-2.16,2.92,-0.757
1804,4,-0.46,1.63,5.303
1804,5,1.45,2.53,11.948
1804,6,0.66,2.13,14.691
1804,7,0.47,1.91,15.966
1804,8,-0.09,2.68,14.901
1804,9,0.80,3.87,12.686
1804,10,0.26,1.30,7.056
1804,11,-2.29,4.52,-0.581
1804,12,-2.49,4.93,-5.031
1805,1,-1.93,1.99,-5.953
1805,2,-1.02,1.48,-3.226
1805,3,-1.59,1.52,-0.194
1805,4,-2.38,2.77,3.382
1805,5,-1.64,1.98,8.859
1805,6,-1.08,2.41,12.951
1805,7,-1.14,1.83,14.357
1805,8,-1.51,2.54,13.482
1805,9,0.10,4.40,11.987
1805,10,-3.53,2.75,3.272
1805,11,-4.04,4.31,-2.332
1805,12,-1.00,2.58,-3.543
1806,1,2.33,3.55,-1.688
1806,2,2.09,2.56,-0.125
1806,3,0.14,1.69,1.544
1806,4,-2.46,3.48,3.301
1806,5,2.51,2.02,13.01
1806,6,0.06,1.57,14.093
1806,7,-0.30,2.01,15.204
1806,8,-0.43,2.20,14.564
1806,9,0.07,4.81,11.96
1806,10,-0.83,2.01,5.966
1806,11,1.44,2.95,3.149
1806,12,3.42,2.93,0.882
1807,1,-0.85,4.50,-4.871
1807,2,1.04,1.07,-1.167
1807,3,-3.01,3.23,-1.612
1807,4,-1.75,2.69,4.007
1807,5,1.83,1.40,12.334
1807,6,-0.07,2.89,13.958
1807,7,2.36,1.52,17.856
1807,8,4.52,2.52,19.51
1807,9,-0.77,1.53,11.118
1807,10,1.29,0.88,8.092
1807,11,1.61,1.51,3.317
1807,12,-0.80,1.66,-3.342
1808,1,-0.42,8.66,-4.436
1808,2,-2.29,2.94,-4.501
1808,3,-6.07,5.08,-4.673
1808,4,-2.30,2.01,3.457
1808,5,2.47,3.75,12.973
1808,6,-0.65,2.39,13.38
1808,7,1.66,2.45,17.157
1808,8,1.58,1.41,16.568
1808,9,0.39,2.45,12.279
1808,10,-2.38,4.30,4.416
1808,11,-0.86,1.98,0.853
1808,12,-5.46,3.32,-7.998
1809,1,-0.53,5.32,-4.549
1809,2,2.19,3.58,-0.02
1809,3,-1.06,4.15,0.338
1809,4,-3.25,4.91,2.51
1809,5,1.36,3.65,11.861
1809,6,0.09,2.36,14.116
1809,7,0.15,3.88,15.653
1809,8,0.68,2.56,15.665
1809,9,-0.51,2.53,11.376
1809,10,-1.60,5.50,5.2
1809,11,-1.67,3.98,0.042
1809,12,0.94,2.88,-1.605
1810,1,-1.78,2.89,-5.795
1810,2,-2.12,4.78,-4.325
1810,3,1.08,2.96,2.481
1810,4,-0.68,2.24,5.077
1810,5,1.14,3.11,11.638
1810,6,-1.52,3.42,12.512
1810,7,0.15,3.63,15.651
1810,8,0.30,2.94,15.286
1810,9,2.18,3.27,14.067
1810,10,-0.04,3.57,6.762
1810,11,-0.14,5.54,1.568
1810,12,1.52,4.40,-1.019
1811,1,-4.04,1.14,-8.064
1811,2,-0.21,3.45,-2.419
1811,3,1.75,5.74,3.152
1811,4,1.20,1.61,6.961
1811,5,3.75,2.97,14.245
1811,6,3.02,3.20,17.045
1811,7,2.33,4.21,17.832
1811,8,0.46,4.57,15.448
1811,9,0.02,4.61,11.912
1811,10,2.92,4.71,9.719
1811,11,0.29,1.78,2
1811,12,-0.81,4.09,-3.349
1812,1,-3.29,7.27,-7.305
1812,2,0.47,4.55,-1.736
1812,3,-0.43,2.41,0.972
1812,4,-3.34,4.90,2.423
1812,5,1.28,1.17,11.78
1812,6,0.11,1.48,14.139
1812,7,-1.08,2.58,14.421
1812,8,-0.52,2.10,14.474
1812,9,-1.66,6.09,10.229
1812,10,0.95,2.71,7.753
1812,11,-2.21,4.51,-0.499
1812,12,-4.97,5.58,-7.508
1813,1,-3.28,4.82,-7.303
1813,2,1.43,2.13,-0.782
1813,3,-0.96,3.89,0.444
1813,4,1.44,3.74,7.202
1813,5,1.23,7.83,11.73
1813,6,-1.86,2.04,12.17
1813,7,-1.73,2.34,13.767
1813,8,-1.84,1.44,13.147
1813,9,-1.85,4.13,10.04
1813,10,-0.59,2.03,6.214
1813,11,-1.53,2.74,0.182
1813,12,0.24,3.89,-2.298
1814,1,-1.26,4.86,-5.277
1814,2,-5.74,2.88,-7.954
1814,3,-1.90,5.19,-0.504
1814,4,1.78,2.56,7.536
1814,5,-2.15,3.88,8.349
1814,6,-1.92,1.62,12.109
1814,7,0.49,3.61,15.992
1814,8,-0.78,2.93,14.214
1814,9,-3.26,2.13,8.632
1814,10,-1.55,4.68,5.254
1814,11,0.33,5.45,2.042
1814,12,1.61,5.23,-0.933
1815,1,-2.58,1.71,-6.596
1815,2,1.65,5.87,-0.557
1815,3,1.58,4.79,2.984
1815,4,0.84,2.92,6.602
1815,5,1.37,1.93,11.873
1815,6,-0.29,2.57,13.743
1815,7,-2.04,3.68,13.464
1815,8,-1.55,2.05,13.436
1815,9,-1.48,1.04,10.412
1815,10,-0.31,3.73,6.489
1815,11,-2.47,3.47,-0.762
1815,12,-2.95,2.15,-5.486
1816,1,0.65,4.82,-3.374
1816,2,-2.34,4.06,-4.545
1816,3,-1.20,3.67,0.2
1816,4,-0.24,2.32,5.519
1816,5,-1.17,1.49,9.333
1816,6,-1.63,2.44,12.405
1816,7,-2.09,2.50,13.414
1816,8,-2.00,1.52,12.991
1816,9,-1.84,1.77,10.055
1816,10,-0.80,7.63,5.997
1816,11,-1.66,7.31,0.052
1816,12,-2.16,3.12,-4.704
1817,1,2.39,5.53,-1.629
1817,2,2.82,5.90,0.611
1817,3,-0.57,3.81,0.833
1817,4,-4.62,2.58,1.145
1817,5,-0.09,2.07,10.415
1817,6,1.49,1.69,15.519
1817,7,-0.57,3.52,14.934
1817,8,-0.52,1.76,14.469
1817,9,0.52,3.87,12.413
1817,10,-3.33,4.78,3.466
1817,11,0.34,2.70,2.045
1817,12,-1.11,4.93,-3.648
1818,1,1.13,2.50,-2.889
1818,2,0.43,2.14,-1.777
1818,3,0.49,2.89,1.889
1818,4,1.81,1.84,7.565
1818,5,0.10,7.83,10.599
1818,6,0.44,8.24,14.465
1818,7,0.15,2.49,15.645
1818,8,-1.28,2.55,13.71
1818,9,-0.69,2.23,11.196
1818,10,-0.45,5.62,6.348
1818,11,-0.01,3.17,1.703
1818,12,-2.10,2.18,-4.638
1819,1,0.28,3.28,-3.743
1819,2,1.05,5.23,-1.157
1819,3,1.19,7.61,2.589
1819,4,1.56,2.60,7.316
1819,5,0.43,3.61,10.927
1819,6,0.64,4.72,14.67
1819,7,0.41,2.09,15.906
1819,8,-0.01,2.92,14.978
1819,9,0.01,2.83,11.895
1819,10,-0.62,2.36,6.178
1819,11,-0.15,2.03,1.562
1819,12,-1.57,2.56,-4.106
1820,1,-3.40,4.07,-7.416
1820,2,0.20,3.36,-2.008
1820,3,-1.65,2.31,-0.251
1820,4,2.02,2.37,7.781
1820,5,1.98,1.17,12.48
1820,6,-1.99,1.29,12.039
1820,7,-0.73,1.60,14.773
1820,8,2.65,2.28,17.638
1820,9,-1.79,2.16,10.099
1820,10,-0.83,1.84,5.971
1820,11,-2.19,1.16,-0.479
1820,12,-2.03,1.49,-4.571
1821,1,1.40,3.54,-2.623
1821,2,-2.30,5.42,-4.511
1821,3,-0.95,3.62,0.448
1821,4,2.11,1.39,7.872
1821,5,-0.18,2.74,10.323
1821,6,-3.07,3.13,10.963
1821,7,-2.02,3.03,13.479
1821,8,-0.26,1.42,14.73
1821,9,0.25,1.86,12.142
1821,10,-0.56,1.23,6.245
1821,11,1.14,2.43,2.852
1821,12,2.27,1.54,-0.271
1822,1,1.45,2.74,-2.566
1822,2,1.14,2.27,-1.069
1822,3,3.32,3.65,4.719
1822,4,1.37,2.45,7.13
1822,5,2.21,0.92,12.705
1822,6,3.04,1.22,17.067
1822,7,1.28,1.04,16.782
1822,8,-0.04,1.27,14.949
1822,9,-0.17,2.14,11.718
1822,10,1.67,1.79,8.474
1822,11,0.86,1.60,2.573
1822,12,-2.12,2.75,-4.661
1823,1,-4.69,1.75,-8.708
1823,2,0.94,1.77,-1.269
1823,3,-0.09,2.59,1.314
1823,4,-0.87,2.93,4.891
1823,5,1.23,2.02,11.727
1823,6,-1.02,2.16,13.012
1823,7,-1.04,1.26,14.457
1823,8,0.83,1.10,15.822
1823,9,0.11,1.54,11.996
1823,10,0.35,2.10,7.151
1823,11,-1.52,3.20,0.186
1823,12,0.52,1.22,-2.017
1824,1,-0.15,1.08,-4.165
1824,2,1.36,3.66,-0.849
1824,3,-0.79,1.23,0.613
1824,4,-1.39,1.51,4.369
1824,5,-0.50,1.70,10.001
1824,6,-1.27,3.16,12.764
1824,7,0.38,2.63,15.877
1824,8,0.24,1.66,15.233
1824,9,1.04,3.16,12.934
1824,10,0.16,1.15,6.957
1824,11,0.98,1.51,2.685
1824,12,3.26,2.52,0.72
1825,1,1.39,2.53,-2.633
1825,2,-0.81,1.37,-3.019
1825,3,-2.40,1.56,-0.996
1825,4,1.29,1.67,7.049
1825,5,0.64,1.40,11.141
1825,6,-0.53,1.88,13.503
1825,7,-0.37,2.63,15.13
1825,8,-0.13,3.02,14.856
1825,9,-0.05,2.62,11.842
1825,10,-1.34,1.81,5.46
1825,11,1.68,3.56,3.391
1825,12,3.96,1.72,1.415
1826,1,-4.69,1.75,-8.71
1826,2,-0.52,1.91,-2.733
1826,3,0.74,1.63,2.14
1826,4,0.01,2.56,5.772
1826,5,-1.68,1.02,8.817
1826,6,-0.21,2.37,13.816
1826,7,1.55,2.24,17.052
1826,8,2.67,2.10,17.663
1826,9,0.78,1.27,12.665
1826,10,1.00,1.70,7.802
1826,11,-1.24,1.06,0.475
1826,12,1.04,2.03,-1.5
1827,1,-0.55,3.47,-4.571
1827,2,-4.54,3.09,-6.752
1827,3,1.06,2.21,2.464
1827,4,1.32,3.17,7.078
1827,5,1.80,2.48,12.3
1827,6,0.69,1.83,14.719
1827,7,2.03,1.18,17.525
1827,8,-0.66,2.34,14.326
1827,9,-0.57,1.58,11.321
1827,10,0.97,1.62,7.774
1827,11,-3.65,1.57,-1.941
1827,12,1.15,2.49,-1.395
1828,1,0.21,1.80,-3.811
1828,2,-1.06,2.11,-3.272
1828,3,0.61,1.73,2.013
1828,4,1.50,2.87,7.256
1828,5,0.85,2.38,11.353
1828,6,0.58,2.37,14.612
1828,7,1.11,2.17,16.609
1828,8,-1.30,0.89,13.688
1828,9,-0.62,0.93,11.269
1828,10,-1.12,1.62,5.682
1828,11,-0.31,1.67,1.403
1828,12,0.82,3.75,-1.719
1829,1,-2.24,2.26,-6.263
1829,2,-3.99,2.29,-6.196
1829,3,-1.52,1.28,-0.115
1829,4,0.58,1.05,6.34
1829,5,-0.79,2.49,9.71
1829,6,-1.79,1.86,12.245
1829,7,0.50,1.67,15.995
1829,8,-1.84,1.16,13.151
1829,9,-0.59,0.97,11.302
1829,10,-2.12,1.04,4.677
1829,11,-4.22,1.60,-2.511
1829,12,-6.17,2.16,-8.71
1830,1,-6.80,3.07,-10.821
1830,2,-3.74,2.61,-5.952
1830,3,0.45,1.38,1.85
1830,4,2.33,1.25,8.093
1830,5,1.26,1.43,11.761
1830,6,0.28,2.40,14.311
1830,7,1.11,2.31,16.61
1830,8,0.57,1.87,15.561
1830,9,-2.17,1.04,9.724
1830,10,-1.71,0.67,5.093
1830,11,0.77,2.59,2.483
1830,12,-0.44,2.81,-2.982
1831,1,-2.36,2.98,-6.377
1831,2,0.08,6.40,-2.134
1831,3,0.83,2.31,2.229
1831,4,2.48,1.18,8.236
1831,5,-0.05,2.63,10.451
1831,6,-1.19,3.76,12.843
1831,7,0.37,1.65,15.87
1831,8,-0.33,1.88,14.661
1831,9,-2.06,1.73,9.832
1831,10,2.26,1.26,9.061
1831,11,-0.67,2.51,1.04
1831,12,-0.24,3.98,-2.779
1832,1,-0.04,2.15,-4.058
1832,2,0.56,2.64,-1.647
1832,3,-0.17,2.07,1.228
1832,4,0.29,1.64,6.052
1832,5,-1.57,2.30,8.933
1832,6,-1.21,2.72,12.819
1832,7,-0.68,3.23,14.817
1832,8,1.20,2.93,16.191
1832,9,-1.45,1.87,10.438
1832,10,-0.67,1.33,6.135
1832,11,-1.47,2.13,0.24
1832,12,-1.07,2.48,-3.609
1833,1,-3.94,2.60,-7.961
1833,2,2.47,1.29,0.259
1833,3,-0.14,2.82,1.263
1833,4,-1.48,0.65,4.276
1833,5,3.60,1.22,14.101
1833,6,1.45,1.61,15.479
1833,7,-2.07,1.88,13.426
1833,8,-2.88,1.09,12.106
1833,9,-1.89,1.21,10.003
1833,10,-1.14,1.24,5.659
1833,11,-0.36,2.46,1.352
1833,12,3.05,2.34,0.514
1834,1,4.20,2.33,0.177
1834,2,-0.04,1.41,-2.249
1834,3,-0.61,1.09,0.786
1834,4,-1.57,1.92,4.195
1834,5,3.27,0.87,13.772
1834,6,1.84,1.14,15.866
1834,7,3.13,1.65,18.625
1834,8,1.62,1.45,16.61
1834,9,2.23,1.68,14.116
1834,10,-0.49,0.92,6.309
1834,11,-0.89,1.20,0.821
1834,12,-0.23,1.64,-2.769
1835,1,1.03,2.01,-2.99
1835,2,1.13,2.92,-1.085
1835,3,-0.45,2.75,0.947
1835,4,-1.42,1.37,4.34
1835,5,0.82,1.48,11.316
1835,6,-0.19,1.85,13.839
1835,7,1.14,1.68,16.641
1835,8,-0.09,1.03,14.897
1835,9,-0.64,1.37,11.249
1835,10,-1.71,1.50,5.09
1835,11,-5.17,2.70,-3.461
1835,12,-3.08,3.27,-5.618
1836,1,-1.76,2.26,-5.78
1836,2,-0.60,1.77,-2.806
1836,3,3.23,1.26,4.631
1836,4,-0.22,2.26,5.537
1836,5,-2.50,1.67,8.002
1836,6,0.32,1.53,14.35
1836,7,0.17,1.17,15.67
1836,8,-0.18,3.46,14.808
1836,9,-1.31,2.01,10.582
1836,10,0.69,2.83,7.493
1836,11,-1.81,2.82,-0.103
1836,12,1.71,1.30,-0.831
1837,1,-0.31,2.27,-4.329
1837,2,-1.63,3.23,-3.837
1837,3,-3.12,2.00,-1.716
1837,4,-1.35,1.30,4.408
1837,5,-2.24,2.91,8.264
1837,6,0.28,1.63,14.309
1837,7,-1.53,1.84,13.974
1837,8,2.01,1.63,16.995
1837,9,-2.52,1.59,9.368
1837,10,-1.19,1.84,5.614
1837,11,-1.39,2.35,0.325
1837,12,-0.77,2.49,-3.308
1838,1,-5.72,3.32,-9.743
1838,2,-3.38,1.75,-5.594
1838,3,-0.74,2.94,0.66
1838,4,-2.64,2.34,3.125
1838,5,0.07,1.03,10.574
1838,6,-0.41,1.04,13.621
1838,7,-1.06,1.15,14.44
1838,8,-2.02,1.41,12.975
1838,9,0.02,1.74,11.913
1838,10,-1.71,1.91,5.088
1838,11,-0.30,2.22,1.406
1838,12,-1.55,1.28,-4.087
1839,1,-1.22,2.53,-5.237
1839,2,-1.12,2.60,-3.326
1839,3,-2.53,1.76,-1.128
1839,4,-3.54,1.41,2.216
1839,5,-1.13,1.10,9.373
1839,6,2.13,1.03,16.158
1839,7,1.29,1.63,16.792
1839,8,-1.61,1.78,13.383
1839,9,0.11,1.47,12
1839,10,1.49,2.38,8.294
1839,11,2.21,0.98,3.921
1839,12,1.52,1.78,-1.019
1840,1,-0.32,1.75,-4.34
1840,2,-0.92,1.29,-3.134
1840,3,-4.53,2.68,-3.129
1840,4,-0.16,0.75,5.605
1840,5,-0.43,1.44,10.074
1840,6,-0.58,0.96,13.448
1840,7,-1.41,0.99,14.091
1840,8,-1.04,1.85,13.946
1840,9,-0.49,0.99,11.398
1840,10,-2.80,1.16,4.005
1840,11,1.63,1.80,3.341
1840,12,-5.74,1.78,-8.276
1841,1,-0.79,2.28,-4.806
1841,2,-3.15,2.50,-5.356
1841,3,1.23,1.00,2.631
1841,4,1.35,2.64,7.106
1841,5,3.60,0.78,14.101
1841,6,-0.87,1.28,13.157
1841,7,-0.70,1.21,14.801
1841,8,-0.58,0.96,14.411
1841,9,0.70,1.04,12.589
1841,10,2.04,1.22,8.838
1841,11,-0.27,1.00,1.442
1841,12,2.40,2.61,-0.144
1842,1,-3.10,2.29,-7.116
1842,2,-3.78,1.48,-5.991
1842,3,0.37,1.14,1.765
1842,4,-1.12,1.04,4.639
1842,5,0.53,0.98,11.033
1842,6,0.46,2.13,14.492
1842,7,0.04,1.36,15.544
1842,8,1.89,1.20,16.876
1842,9,-0.58,0.99,11.306
1842,10,-3.37,0.94,3.433
1842,11,-2.22,1.44,-0.508
1842,12,0.80,1.37,-1.744
1843,1,1.25,1.09,-2.77
1843,2,3.74,1.49,1.532
1843,3,-1.14,1.15,0.263
1843,4,0.07,0.97,5.833
1843,5,-1.15,1.20,9.353
1843,6,-2.20,0.99,11.83
1843,7,-1.18,0.76,14.325
1843,8,-0.04,0.91,14.95
1843,9,-1.35,1.05,10.541
1843,10,-0.86,0.79,5.942
1843,11,-0.11,1.06,1.597
1843,12,1.29,2.52,-1.252
1844,1,-1.53,1.96,-5.554
1844,2,-1.39,1.00,-3.595
1844,3,-1.82,1.28,-0.417
1844,4,0.63,1.52,6.392
1844,5,-0.36,0.80,10.141
1844,6,0.59,0.97,14.622
1844,7,-1.62,0.71,13.885
1844,8,-2.19,0.90,12.802
1844,9,-0.13,0.85,11.759
1844,10,0.53,0.54,7.332
1844,11,0.87,0.93,2.58
1844,12,-3.69,1.89,-6.228
1845,1,1.34,2.12,-2.679
1845,2,-5.10,2.47,-7.307
1845,3,-5.08,0.77,-3.681
1845,4,0.21,1.16,5.968
1845,5,-2.43,0.79,8.067
1845,6,1.31,0.79,15.335
1845,7,0.39,0.97,15.89
1845,8,-2.10,0.89,12.892
1845,9,-1.19,1.99,10.701
1845,10,0.30,1.29,7.101
1845,11,1.17,1.30,2.879
1845,12,1.30,1.96,-1.236
1846,1,1.08,4.93,-2.945
1846,2,2.31,2.24,0.095
1846,3,2.21,0.74,3.607
1846,4,1.09,2.35,6.854
1846,5,1.19,0.93,11.687
1846,6,1.90,1.94,15.928
1846,7,1.91,1.73,17.413
1846,8,1.52,0.74,16.512
1846,9,0.35,1.06,12.243
1846,10,1.95,2.07,8.753
1846,11,-1.65,1.43,0.059
1846,12,-2.57,1.47,-5.112
1847,1,-1.21,2.12,-5.229
1847,2,-1.53,1.74,-3.742
1847,3,-1.75,2.29,-0.353
1847,4,-1.75,1.75,4.008
1847,5,2.92,1.10,13.422
1847,6,-2.48,1.20,11.553
1847,7,0.33,1.57,15.825
1847,8,0.52,0.91,15.505
1847,9,-2.53,0.94,9.364
1847,10,-1.24,0.59,5.564
1847,11,-1.97,1.26,-0.26
1847,12,-0.28,2.11,-2.815
1848,1,-5.01,2.15,-9.029
1848,2,1.33,1.82,-0.884
1848,3,1.18,0.36,2.577
1848,4,2.03,1.10,7.793
1848,5,0.17,1.59,10.673
1848,6,1.62,1.62,15.648
1848,7,0.12,1.18,15.621
1848,8,-0.02,0.94,14.974
1848,9,-1.29,0.97,10.599
1848,10,0.83,1.23,7.634
1848,11,-1.86,1.22,-0.152
1848,12,-1.40,2.32,-3.942
1849,1,-0.85,2.06,-4.873
1849,2,2.15,1.91,-0.062
1849,3,-1.41,1.95,-0.008
1849,4,-0.99,1.24,4.768
1849,5,0.52,0.83,11.02
1849,6,1.29,1.40,15.317
1849,7,-0.54,1.38,14.964
1849,8,-1.78,1.33,13.21
1849,9,-1.34,0.84,10.547
1849,10,-0.24,0.72,6.564
1849,11,-2.29,2.24,-0.582
1849,12,-2.13,0.91,-4.667
1850,1,-3.93,1.71,-7.947
1850,2,1.77,2.67,-0.438
1850,3,-2.86,1.79,-1.463
1850,4,0.31,1.44,6.065
1850,5,-0.62,0.82,9.884
1850,6,0.19,0.85,14.223
1850,7,-0.94,0.56,14.562
1850,8,0.21,0.91,15.199
1850,9,-2.42,0.67,9.472
1850,10,-2.01,1.16,4.786
1850,11,0.28,2.57,1.985
1850,12,0.45,1.91,-2.089
1851,1,0.86,0.97,-3.156
1851,2,-0.53,1.43,-2.74
1851,3,-0.62,0.71,0.778
1851,4,1.05,1.41,6.81
1851,5,-3.12,1.51,7.382
1851,6,-0.55,0.99,13.48
1851,7,-1.44,0.54,14.064
1851,8,-0.69,0.53,14.305
1851,9,-3.06,1.08,8.834
1851,10,1.29,1.67,8.091
1851,11,-3.74,1.49,-2.03
1851,12,-1.84,1.42,-4.381
1852,1,1.30,1.39,-2.718
1852,2,0.97,1.53,-1.238
1852,3,-3.26,1.48,-1.864
1852,4,-2.68,1.40,3.081
1852,5,0.18,1.58,10.675
1852,6,0.35,0.84,14.379
1852,7,0.94,0.65,16.442
1852,8,-0.07,0.87,14.922
1852,9,-0.49,0.54,11.401
1852,10,-1.75,0.72,5.046
1852,11,3.03,1.33,4.74
1852,12,2.81,1.40,0.274
1853,1,2.13,1.52,-1.886
1853,2,-1.49,2.07,-3.7
1853,3,-3.76,1.43,-2.363
1853,4,-2.82,0.86,2.944
1853,5,-0.38,0.83,10.124
1853,6,-0.23,0.90,13.801
1853,7,1.00,0.78,16.499
1853,8,0.30,0.54,15.286
1853,9,-0.61,0.45,11.276
1853,10,-0.05,1.17,6.752
1853,11,-1.30,1.09,0.415
1853,12,-4.42,0.90,-6.964
1854,1,-0.34,1.56,-4.362
1854,2,-1.91,0.52,-4.122
1854,3,-1.28,0.68,0.116
1854,4,-0.48,1.70,5.279
1854,5,0.64,0.59,11.138
1854,6,-1.00,0.49,13.027
1854,7,0.30,0.98,15.796
1854,8,-1.13,0.77,13.858
1854,9,-1.27,0.82,10.625
1854,10,0.01,1.21,6.807
1854,11,-2.86,1.12,-1.148
1854,12,1.04,3.11,-1.504
1855,1,-2.76,1.46,-6.776
1855,2,-2.58,2.00,-4.786
1855,3,-0.76,1.04,0.641
1855,4,-1.36,1.53,4.398
1855,5,-0.83,0.79,9.667
1855,6,0.35,0.87,14.382
1855,7,0.07,0.46,15.573
1855,8,0.84,0.59,15.826
1855,9,-0.71,0.63,11.179
1855,10,2.49,1.36,9.289
1855,11,-1.05,0.48,0.657
1855,12,-5.80,1.65,-8.34
1856,1,1.33,0.67,-2.688
1856,2,1.53,1.44,-0.684
1856,3,-2.42,1.38,-1.018
1856,4,1.64,0.84,7.401
1856,5,-0.53,0.50,9.972
1856,6,1.25,1.67,15.279
1856,7,-1.66,1.14,13.843
1856,8,1.19,1.00,16.177
1856,9,-1.63,0.76,10.257
1856,10,0.45,0.80,7.247
1856,11,-4.71,0.41,-2.995
1856,12,-1.80,1.31,-4.335
1857,1,-1.34,1.12,-5.361
1857,2,-3.43,1.06,-5.637
1857,3,-1.83,0.99,-0.429
1857,4,-0.14,0.84,5.62
1857,5,0.27,0.62,10.766
1857,6,-0.11,0.83,13.916
1857,7,1.33,0.76,16.829
1857,8,1.23,0.81,16.221
1857,9,0.44,1.09,12.326
1857,10,2.61,1.00,9.405
1857,11,-1.40,0.75,0.307
1857,12,-0.40,0.80,-2.939
