Year,Month,Temp. Anomaly,UC,Temperature
1966,4,2.18,0.32,7.943
1966,5,0.42,0.31,10.915
1966,6,0.82,0.31,14.848
1966,7,-1.06,0.23,14.444
1966,8,-1.09,0.20,13.903
1966,9,0.71,0.29,12.602
1966,10,3.48,0.13,10.283
1966,11,-1.70,0.34,0.012
1966,12,0.41,0.39,-2.131
1967,1,0.30,0.23,-3.721
1967,2,1.26,0.26,-0.954
1967,3,1.59,0.30,2.993
1967,4,-0.73,0.30,5.027
1967,5,0.55,0.31,11.05
1967,6,-0.55,0.19,13.477
1967,7,1.81,0.29,17.314
1967,8,0.30,0.22,15.287
1967,9,0.52,0.23,12.414
1967,10,2.18,0.34,8.981
1967,11,0.44,0.29,2.152
1967,12,-0.84,0.29,-3.384
1968,1,-1.02,0.22,-5.04
1968,2,1.31,0.17,-0.902
1968,3,0.62,0.35,2.019
1968,4,1.91,0.21,7.671
1968,5,0.24,0.26,10.735
1968,6,0.32,0.28,14.354
1968,7,-0.54,0.23,14.964
1968,8,-0.90,0.22,14.092
1968,9,-0.42,0.31,11.472
1968,10,1.04,0.22,7.844
1968,11,0.87,0.26,2.575
1968,12,-2.46,0.36,-4.996
1969,1,0.26,0.21,-3.762
1969,2,-1.76,0.23,-3.974
1969,3,-1.13,0.19,0.27
1969,4,-0.09,0.24,5.67
1969,5,2.41,0.17,12.908
1969,6,-1.27,0.19,12.765
1969,7,0.75,0.28,16.254
1969,8,-0.98,0.30,14.014
1969,9,0.87,0.26,12.759
1969,10,1.10,0.26,7.895
1969,11,1.12,0.29,2.826
1969,12,-4.13,0.28,-6.666
1970,1,0.13,0.19,-3.895
1970,2,-0.78,0.26,-2.987
1970,3,-2.02,0.29,-0.617
1970,4,-1.62,0.42,4.138
1970,5,-1.68,0.17,8.821
1970,6,1.11,0.39,15.144
1970,7,-0.25,0.18,15.253
1970,8,0.33,0.25,15.323
1970,9,0.18,0.22,12.073
1970,10,-0.52,0.28,6.282
1970,11,2.01,0.22,3.717
1970,12,-0.62,0.19,-3.157
1971,1,-0.14,0.39,-4.155
1971,2,0.40,0.25,-1.81
1971,3,-3.01,0.19,-1.607
1971,4,1.47,0.21,7.228
1971,5,1.73,0.22,12.229
1971,6,-1.17,0.18,12.862
1971,7,0.81,0.31,16.31
1971,8,1.96,0.32,16.948
1971,9,-1.82,0.24,10.069
1971,10,-0.24,0.31,6.563
1971,11,-0.46,0.27,1.248
1971,12,2.13,0.29,-0.411
1972,1,-0.33,0.49,-4.349
1972,2,2.35,0.33,0.139
1972,3,2.59,0.35,3.986
1972,4,-0.01,0.18,5.755
1972,5,-0.29,0.12,10.207
1972,6,-0.02,0.35,14.012
1972,7,0.16,0.25,15.658
1972,8,-0.19,0.21,14.804
1972,9,-2.93,0.35,8.958
1972,10,-2.15,0.30,4.648
1972,11,-0.05,0.33,1.657
1972,12,-0.33,0.34,-2.865
1973,1,0.71,0.29,-3.313
1973,2,-0.06,0.26,-2.272
1973,3,-0.50,0.21,0.902
1973,4,-2.17,0.21,3.586
1973,5,1.15,0.19,11.652
1973,6,0.26,0.18,14.29
1973,7,-0.16,0.30,15.336
1973,8,1.29,0.28,16.284
1973,9,0.84,0.17,12.732
1973,10,-1.49,0.26,5.31
1973,11,-1.21,0.18,0.504
1973,12,-0.55,0.17,-3.093
1974,1,3.29,0.35,-0.733
1974,2,3.25,0.27,1.043
1974,3,2.70,0.29,4.102
1974,4,-0.29,0.24,5.472
1974,5,-0.72,0.29,9.782
1974,6,-1.82,0.26,12.212
1974,7,-0.58,0.17,14.917
1974,8,1.69,0.23,16.681
1974,9,-0.08,0.38,11.812
1974,10,-3.87,0.27,2.935
1974,11,0.07,0.25,1.778
1974,12,2.83,0.27,0.293
1975,1,4.21,0.23,0.189
1975,2,0.72,0.10,-1.49
1975,3,0.67,0.23,2.07
1975,4,-0.57,0.19,5.186
1975,5,1.18,0.27,11.683
1975,6,-1.25,0.31,12.781
1975,7,0.37,0.20,15.871
1975,8,0.56,0.42,15.547
1975,9,2.57,0.24,14.462
1975,10,-0.46,0.22,6.336
1975,11,-1.27,0.09,0.443
1975,12,-0.16,0.20,-2.695
1976,1,2.18,0.40,-1.839
1976,2,0.47,0.33,-1.737
1976,3,-1.91,0.37,-0.512
1976,4,0.02,0.22,5.778
1976,5,0.60,0.34,11.104
1976,6,0.85,0.29,14.879
1976,7,1.26,0.59,16.761
1976,8,-2.02,0.50,12.968
1976,9,-1.37,0.18,10.522
1976,10,1.42,0.42,8.217
1976,11,0.94,0.30,2.645
1976,12,-1.65,0.29,-4.192
1977,1,1.42,0.20,-2.599
1977,2,2.78,0.25,0.57
1977,3,3.54,0.22,4.938
1977,4,-1.23,0.10,4.527
1977,5,0.32,0.38,10.819
1977,6,0.48,0.19,14.506
1977,7,-0.14,0.18,15.358
1977,8,-0.55,0.18,14.436
1977,9,-1.63,0.26,10.262
1977,10,1.57,0.34,8.369
1977,11,0.53,0.30,2.235
1977,12,0.05,0.34,-2.488
1978,1,1.15,0.33,-2.875
1978,2,-1.24,0.23,-3.447
1978,3,1.26,0.17,2.658
1978,4,-0.93,0.20,4.828
1978,5,-1.23,0.14,9.274
1978,6,-0.89,0.11,13.138
1978,7,-1.37,0.45,14.13
1978,8,-1.16,0.26,13.831
1978,9,-0.73,0.22,11.16
1978,10,-0.02,0.16,6.781
1978,11,-1.57,0.21,0.142
1978,12,0.17,0.21,-2.366
1979,1,-2.21,0.22,-6.233
1979,2,0.42,0.45,-1.79
1979,3,1.47,0.18,2.874
1979,4,-1.38,0.19,4.379
1979,5,0.60,0.41,11.1
1979,6,1.44,0.28,15.473
1979,7,-1.42,0.17,14.078
1979,8,-0.79,0.28,14.203
1979,9,0.12,0.20,12.012
1979,10,-0.03,0.36,6.77
1979,11,-0.60,0.39,1.112
1979,12,3.08,0.35,0.539
1980,1,-1.50,0.23,-5.517
1980,2,1.92,0.36,-0.29
1980,3,0.21,0.41,1.613
1980,4,-2.34,0.37,3.419
1980,5,-1.91,0.20,8.594
1980,6,-0.88,0.27,13.154
1980,7,-1.41,0.15,14.086
1980,8,0.82,0.49,15.807
1980,9,0.27,0.14,12.164
1980,10,-0.76,0.15,6.045
1980,11,-1.60,0.26,0.113
1980,12,-1.07,0.36,-3.605
1981,1,-1.76,0.27,-5.779
1981,2,-1.02,0.19,-3.228
1981,3,3.05,0.30,4.447
1981,4,0.81,0.18,6.568
1981,5,0.49,0.20,10.99
1981,6,0.62,0.18,14.649
1981,7,-0.58,0.07,14.916
1981,8,0.43,0.18,15.421
1981,9,0.73,0.20,12.619
1981,10,0.47,0.23,7.273
1981,11,-0.08,0.34,1.634
1981,12,-1.16,0.16,-3.699
1982,1,-0.95,0.25,-4.967
1982,2,-1.34,0.20,-3.553
1982,3,0.31,0.19,1.707
1982,4,-1.60,0.15,4.162
1982,5,0.70,0.20,11.199
1982,6,0.98,0.17,15.009
1982,7,1.51,0.19,17.01
1982,8,0.75,0.20,15.74
1982,9,2.63,0.20,14.515
1982,10,0.78,0.18,7.575
1982,11,1.39,0.36,3.095
1982,12,1.98,0.29,-0.556
1983,1,4.24,0.24,0.223
1983,2,-2.57,0.17,-4.776
1983,3,1.47,0.13,2.87
1983,4,1.85,0.13,7.607
1983,5,0.73,0.18,11.225
1983,6,0.35,0.20,14.376
1983,7,3.46,0.20,18.961
1983,8,1.06,0.15,16.054
1983,9,0.46,0.27,12.348
1983,10,0.46,0.25,7.262
1983,11,-1.60,0.30,0.114
1983,12,-0.06,0.20,-2.597
1984,1,1.04,0.43,-2.98
1984,2,-1.24,0.21,-3.452
1984,3,-1.27,0.15,0.13
1984,4,-0.98,0.26,4.78
1984,5,-0.95,0.15,9.552
1984,6,-0.91,0.31,13.121
1984,7,-0.78,0.17,14.717
1984,8,-0.12,0.15,14.866
1984,9,-0.82,0.26,11.07
1984,10,1.23,0.31,8.031
1984,11,1.07,0.36,2.777
1984,12,0.54,0.25,-2.005
1985,1,-4.34,0.31,-8.355
1985,2,-2.59,0.56,-4.795
1985,3,-0.62,0.25,0.779
1985,4,0.06,0.25,5.823
1985,5,1.26,0.25,11.755
1985,6,-1.63,0.24,12.404
1985,7,1.20,0.14,16.696
1985,8,0.61,0.07,15.602
1985,9,0.94,0.33,12.826
1985,10,-0.03,0.39,6.771
1985,11,-2.73,0.27,-1.019
1985,12,3.02,0.40,0.475
1986,1,0.65,0.32,-3.367
1986,2,-5.27,0.33,-7.481
1986,3,-0.73,0.33,0.668
1986,4,0.75,0.25,6.505
1986,5,2.84,0.21,13.339
1986,6,-0.18,0.25,13.852
1986,7,-0.21,0.21,15.293
1986,8,0.88,0.21,15.871
1986,9,-0.22,0.27,11.667
1986,10,0.72,0.26,7.521
1986,11,0.68,0.24,2.386
1986,12,-0.23,0.27,-2.77
1987,1,-3.22,0.21,-7.235
1987,2,-0.10,0.33,-2.307
1987,3,-4.45,0.19,-3.054
1987,4,0.89,0.11,6.645
1987,5,-1.71,0.25,8.795
1987,6,-0.48,0.15,13.552
1987,7,1.31,0.30,16.811
1987,8,-0.43,0.24,14.562
1987,9,2.72,0.14,14.608
1987,10,1.31,0.32,8.108
1987,11,0.50,0.22,2.21
1987,12,1.75,0.25,-0.787
1988,1,3.83,0.17,-0.193
1988,2,1.15,0.27,-1.063
1988,3,-1.06,0.30,0.336
1988,4,0.63,0.11,6.392
1988,5,1.57,0.21,12.074
1988,6,-0.41,0.25,13.623
1988,7,1.39,0.14,16.886
1988,8,1.03,0.27,16.016
1988,9,-0.03,0.20,11.856
1988,10,1.53,0.45,8.329
1988,11,-2.71,0.24,-0.995
1988,12,1.63,0.30,-0.915
1989,1,2.12,0.47,-1.899
1989,2,3.26,0.28,1.046
1989,3,3.61,0.25,5.014
1989,4,1.00,0.27,6.764
1989,5,0.52,0.28,11.023
1989,6,-1.35,0.26,12.68
1989,7,0.67,0.12,16.174
1989,8,0.56,0.13,15.551
1989,9,0.25,0.10,12.136
1989,10,0.90,0.25,7.696
1989,11,-1.31,0.21,0.4
1989,12,1.39,0.43,-1.147
1990,1,1.34,0.41,-2.677
1990,2,4.58,0.34,2.369
1990,3,3.55,0.20,4.953
1990,4,-0.54,0.16,5.225
1990,5,1.62,0.16,12.119
1990,6,-0.20,0.17,13.833
1990,7,0.04,0.15,15.54
1990,8,1.37,0.22,16.364
1990,9,-1.55,0.42,10.341
1990,10,1.32,0.26,8.119
1990,11,0.13,0.27,1.835
1990,12,-0.95,0.21,-3.491
1991,1,1.46,0.20,-2.564
1991,2,-2.56,0.28,-4.774
1991,3,3.00,0.33,4.404
1991,4,-0.87,0.20,4.89
1991,5,-2.92,0.24,7.583
1991,6,-0.52,0.15,13.51
1991,7,1.68,0.17,17.182
1991,8,1.31,0.18,16.303
1991,9,1.65,0.22,13.543
1991,10,-0.89,0.20,5.909
1991,11,-0.39,0.22,1.321
1991,12,-1.38,0.36,-3.915
1992,1,1.92,0.41,-2.1
1992,2,1.96,0.20,-0.255
1992,3,0.98,0.21,2.384
1992,4,0.28,0.20,6.036
1992,5,1.75,0.22,12.248
1992,6,0.96,0.19,14.986
1992,7,1.83,0.19,17.328
1992,8,4.69,0.20,19.677
1992,9,0.73,0.20,12.618
1992,10,-1.37,0.20,5.431
1992,11,1.15,0.20,2.856
1992,12,0.00,0.35,-2.54
1993,1,2.92,0.28,-1.105
1993,2,-0.75,0.32,-2.958
1993,3,-0.65,0.15,0.753
1993,4,1.51,0.14,7.267
1993,5,2.89,0.21,13.387
1993,6,0.74,0.12,14.769
1993,7,-0.40,0.19,15.102
1993,8,0.99,0.18,15.982
1993,9,-0.42,0.26,11.473
1993,10,0.58,0.23,7.384
1993,11,-2.53,0.33,-0.821
1993,12,1.60,0.26,-0.938
1994,1,3.89,0.28,-0.134
1994,2,0.61,0.19,-1.603
1994,3,4.11,0.18,5.509
1994,4,0.04,0.14,5.795
1994,5,1.02,0.19,11.518
1994,6,1.11,0.27,15.142
1994,7,3.43,0.13,18.933
1994,8,2.58,0.14,17.567
1994,9,1.39,0.18,13.275
1994,10,-0.95,0.17,5.85
1994,11,3.17,0.21,4.884
1994,12,1.87,0.20,-0.674
1995,1,0.15,0.22,-3.867
1995,2,3.78,0.25,1.566
1995,3,-0.60,0.13,0.796
1995,4,1.00,0.14,6.755
1995,5,0.69,0.26,11.187
1995,6,-1.10,0.19,12.926
1995,7,3.14,0.20,18.637
1995,8,0.30,0.11,15.285
1995,9,-1.24,0.21,10.655
1995,10,2.45,0.28,9.249
1995,11,-1.60,0.33,0.106
1995,12,-0.63,0.17,-3.171
1996,1,0.03,0.29,-3.995
1996,2,-2.52,0.25,-4.731
1996,3,-2.53,0.27,-1.131
1996,4,0.71,0.20,6.471
1996,5,1.24,0.14,11.736
1996,6,1.40,0.22,15.429
1996,7,-0.67,0.14,14.831
1996,8,0.16,0.11,15.147
1996,9,-3.03,0.17,8.858
1996,10,0.45,0.22,7.247
1996,11,1.33,0.25,3.038
1996,12,-2.01,0.30,-4.546
1997,1,0.13,0.47,-3.895
1997,2,2.82,0.12,0.612
1997,3,1.84,0.13,3.242
1997,4,-1.96,0.18,3.804
1997,5,1.48,0.23,11.977
1997,6,0.72,0.20,14.75
1997,7,-0.39,0.28,15.107
1997,8,1.49,0.07,16.483
1997,9,0.92,0.11,12.811
1997,10,-1.27,0.17,5.535
1997,11,0.58,0.21,2.29
1997,12,1.92,0.29,-0.617
1998,1,2.82,0.27,-1.2
1998,2,3.96,0.24,1.754
1998,3,0.12,0.22,1.522
1998,4,1.33,0.20,7.089
1998,5,1.31,0.22,11.806
1998,6,1.60,0.20,15.628
1998,7,0.94,0.12,16.436
1998,8,1.57,0.17,16.558
1998,9,-0.43,0.18,11.459
1998,10,0.71,0.28,7.509
1998,11,-2.36,0.16,-0.651
1998,12,-0.76,0.23,-3.303
1999,1,1.93,0.31,-2.087
1999,2,-0.91,0.28,-3.12
1999,3,1.93,0.09,3.327
1999,4,1.42,0.20,7.18
1999,5,1.96,0.15,12.456
1999,6,0.20,0.18,14.229
1999,7,1.36,0.17,16.858
1999,8,0.69,0.17,15.677
1999,9,2.64,0.15,14.531
1999,10,0.92,0.28,7.718
1999,11,-1.49,0.08,0.218
1999,12,0.00,0.14,-2.537
2000,1,-0.63,0.22,-4.646
2000,2,2.90,0.17,0.686
2000,3,1.37,0.14,2.768
2000,4,3.15,0.15,8.914
2000,5,2.82,0.18,13.32
2000,6,2.19,0.17,16.215
2000,7,-0.85,0.10,14.655
2000,8,2.44,0.16,17.426
2000,9,0.48,0.16,12.365
2000,10,2.40,0.24,9.195
2000,11,2.39,0.27,4.098
2000,12,2.46,0.22,-0.08
2001,1,1.50,0.21,-2.523
2001,2,2.04,0.33,-0.168
2001,3,2.86,0.16,4.257
2001,4,-0.46,0.19,5.297
2001,5,3.09,0.15,13.587
2001,6,-0.70,0.35,13.332
2001,7,1.33,0.16,16.834
2001,8,2.64,0.17,17.632
2001,9,-1.88,0.19,10.014
2001,10,3.62,0.21,10.422
2001,11,-1.09,0.14,0.62
2001,12,-2.55,0.31,-5.085
2002,1,0.76,0.37,-3.262
2002,2,4.29,0.25,2.075
2002,3,2.45,0.16,3.851
2002,4,0.39,0.19,6.148
2002,5,2.76,0.11,13.261
2002,6,2.82,0.12,16.854
2002,7,1.60,0.21,17.1
2002,8,1.42,0.10,16.407
2002,9,-1.06,0.16,10.83
2002,10,0.05,0.25,6.853
2002,11,2.81,0.22,4.523
2002,12,1.01,0.22,-1.531
2003,1,0.21,0.20,-3.808
2003,2,-2.88,0.25,-5.094
2003,3,1.80,0.18,3.195
2003,4,0.04,0.17,5.796
2003,5,3.28,0.24,13.777
2003,6,4.78,0.16,18.81
2003,7,2.10,0.22,17.595
2003,8,4.64,0.20,19.633
2003,9,-0.02,0.23,11.867
2003,10,-2.46,0.15,4.338
2003,11,2.03,0.17,3.739
2003,12,0.75,0.22,-1.795
2004,1,-0.31,0.21,-4.333
2004,2,1.18,0.17,-1.032
2004,3,-0.35,0.24,1.053
2004,4,1.29,0.25,7.051
2004,5,-0.69,0.19,9.81
2004,6,0.05,0.22,14.084
2004,7,0.45,0.25,15.953
2004,8,1.69,0.13,16.678
2004,9,0.26,0.23,12.154
2004,10,2.02,0.24,8.821
2004,11,0.23,0.10,1.941
2004,12,0.50,0.25,-2.038
2005,1,1.15,0.32,-2.869
2005,2,-2.75,0.18,-4.963
2005,3,-0.71,0.16,0.694
2005,4,1.21,0.23,6.968
2005,5,1.47,0.18,11.969
2005,6,1.20,0.19,15.225
2005,7,0.90,0.09,16.404
2005,8,-0.55,0.10,14.444
2005,9,1.17,0.22,13.058
2005,10,1.44,0.27,8.237
2005,11,-0.72,0.23,0.989
2005,12,-0.91,0.35,-3.453
2006,1,-2.25,0.44,-6.266
2006,2,-0.99,0.26,-3.197
2006,3,-1.56,0.16,-0.163
2006,4,1.29,0.09,7.045
2006,5,0.74,0.27,11.237
2006,6,1.30,0.21,15.325
2006,7,3.89,0.22,19.386
2006,8,-1.29,0.19,13.697
2006,9,2.70,0.30,14.594
2006,10,2.84,0.22,9.644
2006,11,2.19,0.14,3.903
2006,12,2.54,0.33,0
2007,1,5.28,0.26,1.259
2007,2,4.16,0.15,1.949
2007,3,2.41,0.14,3.808
2007,4,4.03,0.15,9.79
2007,5,2.42,0.19,12.917
2007,6,2.47,0.17,16.497
2007,7,1.65,0.19,17.147
2007,8,0.99,0.16,15.975
2007,9,-1.50,0.16,10.387
2007,10,-0.35,0.24,6.454
2007,11,-1.31,0.19,0.396
2007,12,-0.23,0.16,-2.769
2008,1,3.61,0.28,-0.409
2008,2,3.09,0.15,0.875
2008,3,0.78,0.14,2.178
2008,4,0.61,0.16,6.369
2008,5,2.20,0.16,12.7
2008,6,2.09,0.10,16.121
2008,7,0.95,0.19,16.447
2008,8,1.44,0.19,16.425
2008,9,-0.80,0.13,11.093
2008,10,1.31,0.24,8.112
2008,11,1.25,0.23,2.963
2008,12,1.24,0.26,-1.304
2009,1,-0.63,0.28,-4.648
2009,2,-0.06,0.15,-2.268
2009,3,0.40,0.11,1.802
2009,4,3.98,0.19,9.739
2009,5,2.53,0.24,13.03
2009,6,0.01,0.35,14.043
2009,7,1.60,0.20,17.097
2009,8,2.60,0.21,17.585
2009,9,1.86,0.15,13.749
2009,10,-0.02,0.10,6.783
2009,11,2.45,0.28,4.159
2009,12,0.32,0.23,-2.221
2010,1,-1.19,0.27,-5.207
2010,2,-0.27,0.15,-2.477
2010,3,0.58,0.22,1.983
2010,4,1.30,0.10,7.056
2010,5,0.41,0.17,10.905
2010,6,1.30,0.27,15.334
2010,7,2.95,0.24,18.445
2010,8,0.77,0.17,15.762
2010,9,-0.96,0.25,10.932
2010,10,-1.08,0.16,5.723
2010,11,1.71,0.14,3.415
2010,12,-2.09,0.34,-4.626
2011,1,1.39,0.35,-2.627
2011,2,0.71,0.16,-1.505
2011,3,2.06,0.14,3.46
2011,4,3.67,0.10,9.426
2011,5,1.88,0.26,12.376
2011,6,1.43,0.20,15.46
2011,7,-0.01,0.26,15.49
2011,8,2.60,0.22,17.593
2011,9,2.64,0.23,14.534
2011,10,0.11,0.15,6.906
2011,11,0.26,0.33,1.973
2011,12,2.26,0.25,-0.283
2012,1,2.06,0.30,-1.964
2012,2,-3.70,0.17,-5.912
2012,3,3.64,0.15,5.04
2012,4,1.33,0.16,7.085
2012,5,1.99,0.28,12.493
2012,6,2.31,0.18,16.341
2012,7,1.75,0.26,17.247
2012,8,2.87,0.24,17.855
2012,9,1.00,0.19,12.891
2012,10,0.60,0.28,7.395
2012,11,2.13,0.09,3.842
2012,12,0.23,0.35,-2.309
2013,1,1.57,0.28,-2.455
2013,2,-0.89,0.16,-3.1
2013,3,-1.24,0.22,0.161
2013,4,1.94,0.20,7.696
2013,5,0.36,0.24,10.858
2013,6,0.69,0.22,14.723
2013,7,3.14,0.10,18.638
2013,8,2.39,0.16,17.38
2013,9,0.10,0.21,11.993
2013,10,1.76,0.13,8.557
2013,11,0.68,0.12,2.387
2013,12,2.22,0.45,-0.323
2014,1,4.10,0.32,0.079
2014,2,3.37,0.37,1.164
2014,3,3.96,0.21,5.361
2014,4,2.77,0.14,8.528
2014,5,0.45,0.10,10.947
2014,6,1.35,0.22,15.381
2014,7,1.59,0.17,17.085
2014,8,-0.04,0.23,14.948
2014,9,0.88,0.13,12.772
2014,10,2.75,0.21,9.547
2014,11,3.70,0.19,5.414
2014,12,2.52,0.30,-0.022
2015,1,3.24,0.25,-0.784
2015,2,0.46,0.22,-1.749
2015,3,1.70,0.22,3.104
2015,4,1.21,0.37,6.969
2015,5,1.44,0.26,11.942
2015,6,1.85,0.16,15.884
2015,7,4.09,0.24,19.585
2015,8,4.04,0.25,19.03
2015,9,-0.08,0.18,11.812
2015,10,0.36,0.13,7.163
2015,11,3.20,0.34,4.911
2015,12,3.70,0.73,1.162
2016,1,2.00,0.34,-2.022
2016,2,3.99,0.16,1.775
2016,3,1.36,0.21,2.76
2016,4,1.78,0.19,7.538
2016,5,0.93,0.21,11.433
2016,6,1.71,0.19,15.738
2016,7,2.27,0.23,17.77
2016,8,1.36,0.19,16.351
2016,9,2.72,0.11,14.613
2016,10,-0.21,0.27,6.594
2016,11,0.51,0.27,2.216
2016,12,1.35,0.45,-1.195
2017,1,-2.59,0.40,-6.613
2017,2,3.00,0.20,0.793
2017,3,4.19,0.14,5.587
2017,4,0.46,0.18,6.215
2017,5,2.19,0.18,12.691
2017,6,3.54,0.15,17.57
2017,7,2.06,0.19,17.557
2017,8,3.08,0.19,18.072
2017,9,-1.19,0.21,10.696
2017,10,1.85,0.22,8.652
2017,11,0.37,0.21,2.077
2017,12,0.95,0.22,-1.59
2018,1,4.34,0.26,0.318
2018,2,-2.19,0.11,-4.401
2018,3,-0.74,0.33,0.665
2018,4,5.45,0.33,11.21
2018,5,3.78,0.42,14.283
2018,6,2.27,0.28,16.296
2018,7,2.42,0.10,17.92
2018,8,3.72,0.36,18.709
2018,9,2.21,0.24,14.098
2018,10,2.63,0.17,9.426
2018,11,2.84,0.19,4.549
2018,12,1.96,0.27,-0.576
2019,1,0.63,0.26,-3.394
2019,2,3.20,0.21,0.991
2019,3,3.13,0.25,4.53
2019,4,2.14,0.25,7.902
2019,5,-1.45,0.27,9.053
2019,6,5.11,0.23,19.144
2019,7,2.77,0.11,18.268
2019,8,3.01,0.16,18.001
2019,9,1.09,0.15,12.976
2019,10,2.42,0.16,9.22
2019,11,2.08,0.19,3.788
2019,12,2.79,0.26,0.253
2020,1,3.02,0.40,-1.004
2020,2,4.41,0.17,2.204
2020,3,1.67,0.26,3.073
2020,4,2.93,0.20,8.694
2020,5,0.21,0.28,10.708
2020,6,1.03,0.26,15.055
2020,7,1.59,0.25,17.091
2020,8,2.89,0.19,17.877
2020,9,1.69,0.24,13.577
2020,10,0.54,0.20,7.342
2020,11,1.44,0.57,3.151
2020,12,2.24,0.40,-0.296
