Year,Month,Temperature Anamoly,UC,Temperature
1864,12,-1.292,2.049,-20.992
1865,1,0.330,2.020,-23.17
1865,2,-0.267,2.033,-21.187
1865,3,-0.864,2.151,-16.604
1865,4,-1.301,1.960,-7.901
1865,5,-0.022,1.844,2.358
1865,6,-0.057,1.838,9.193
1865,7,-0.737,1.921,12.133
1865,8,-0.143,2.045,11.227
1865,9,0.462,1.929,5.872
1865,10,-0.806,2.003,-2.826
1865,11,0.818,1.944,-10.692
1865,12,-1.599,2.029,-21.299
1866,1,-1.156,2.186,-24.656
1866,2,-2.146,2.339,-23.066
1866,3,-1.290,2.136,-17.03
1866,4,-0.702,1.938,-7.302
1866,5,-0.574,1.832,1.806
1866,6,-0.530,1.870,8.72
1866,7,0.749,1.797,13.619
1866,8,-1.258,1.922,10.112
1866,9,-0.688,1.894,4.722
1866,10,-0.990,1.950,-3.01
1866,11,0.392,1.866,-11.118
1866,12,-0.092,1.929,-19.792
1867,1,0.297,2.060,-23.203
1867,2,-1.800,2.235,-22.72
1867,3,-1.545,1.987,-17.285
1867,4,-0.974,1.954,-7.574
1867,5,-1.101,1.769,1.279
1867,6,0.509,1.750,9.759
1867,7,0.133,1.886,13.003
1867,8,0.350,1.968,11.72
1867,9,0.189,1.776,5.599
1867,10,-0.768,1.835,-2.788
1867,11,0.713,2.135,-10.797
1867,12,-1.530,2.021,-21.23
1868,1,-1.558,2.018,-25.058
1868,2,-2.983,2.219,-23.903
1868,3,0.043,2.137,-15.697
1868,4,-0.632,1.923,-7.232
1868,5,0.066,1.928,2.446
1868,6,0.769,1.774,10.019
1868,7,0.894,1.739,13.764
1868,8,0.049,1.728,11.419
1868,9,-1.204,1.737,4.206
1868,10,-1.624,1.966,-3.644
1868,11,-0.671,1.850,-12.181
1868,12,-0.241,2.055,-19.941
1869,1,0.868,2.313,-22.632
1869,2,-0.077,2.245,-20.997
1869,3,-1.073,2.239,-16.813
1869,4,-0.773,1.881,-7.373
1869,5,0.694,1.821,3.074
1869,6,-0.058,1.735,9.192
1869,7,-0.172,1.728,12.698
1869,8,-0.725,1.735,10.645
1869,9,0.787,1.826,6.197
1869,10,-0.769,1.829,-2.789
1869,11,-0.674,1.886,-12.184
1869,12,1.007,1.819,-18.693
1870,1,-0.086,2.000,-23.586
1870,2,-0.653,2.079,-21.573
1870,3,-1.931,1.893,-17.671
1870,4,0.191,1.785,-6.409
1870,5,0.378,1.763,2.758
1870,6,1.621,1.964,10.871
1870,7,0.602,1.763,13.472
1870,8,0.051,1.695,11.421
1870,9,0.851,1.712,6.261
1870,10,-0.420,1.781,-2.44
1870,11,1.534,2.391,-9.976
1870,12,1.298,2.141,-18.402
1871,1,-1.268,1.815,-24.768
1871,2,-0.608,2.399,-21.528
1871,3,-0.305,1.987,-16.045
1871,4,-0.186,1.844,-6.786
1871,5,0.703,1.818,3.083
1871,6,0.497,1.814,9.747
1871,7,-0.135,1.779,12.735
1871,8,-0.320,1.719,11.05
1871,9,-0.381,1.693,5.029
1871,10,-0.241,1.725,-2.261
1871,11,-2.320,1.949,-13.83
1871,12,-2.356,1.783,-22.056
1872,1,1.049,2.469,-22.451
1872,2,0.272,1.996,-20.648
1872,3,-1.002,1.947,-16.742
1872,4,-0.771,1.846,-7.371
1872,5,-0.320,1.732,2.06
1872,6,0.364,1.836,9.614
1872,7,0.377,1.795,13.247
1872,8,0.502,1.715,11.872
1872,9,0.411,1.681,5.821
1872,10,-0.269,1.725,-2.289
1872,11,-1.395,1.718,-12.905
1872,12,-2.514,1.991,-22.214
1873,1,-1.155,1.725,-24.655
1873,2,-0.252,1.712,-21.172
1873,3,-0.736,1.774,-16.476
1873,4,-1.041,1.871,-7.641
1873,5,-0.108,1.635,2.272
1873,6,0.089,1.796,9.339
1873,7,-0.371,1.531,12.499
1873,8,-0.369,1.561,11.001
1873,9,-0.637,1.626,4.773
1873,10,-1.078,1.586,-3.098
1873,11,-1.997,2.011,-13.507
1873,12,-0.857,1.764,-20.557
1874,1,-1.635,2.113,-25.135
1874,2,-0.685,1.863,-21.605
1874,3,-1.402,1.673,-17.142
1874,4,-1.565,1.678,-8.165
1874,5,1.021,1.809,3.401
1874,6,0.009,1.639,9.259
1874,7,0.013,1.576,12.883
1874,8,-0.011,1.718,11.359
1874,9,0.755,1.574,6.165
1874,10,0.279,1.959,-1.741
1874,11,-2.193,1.704,-13.703
1874,12,0.258,1.974,-19.442
1875,1,-2.965,1.562,-26.465
1875,2,-3.046,1.615,-23.966
1875,3,-2.477,1.628,-18.217
1875,4,-1.681,1.411,-8.281
1875,5,-1.111,1.507,1.269
1875,6,-0.653,1.440,8.597
1875,7,-0.146,1.324,12.724
1875,8,0.002,1.460,11.372
1875,9,-0.074,1.413,5.336
1875,10,-0.936,1.364,-2.956
1875,11,-3.879,1.522,-15.389
1875,12,-0.973,1.751,-20.673
1876,1,-1.082,1.702,-24.582
1876,2,-2.039,1.665,-22.959
1876,3,-2.351,1.687,-18.091
1876,4,-0.390,1.512,-6.99
1876,5,-0.519,1.441,1.861
1876,6,-0.231,1.491,9.019
1876,7,-0.459,1.452,12.411
1876,8,-0.324,1.478,11.046
1876,9,0.475,1.461,5.885
1876,10,-1.015,1.399,-3.035
1876,11,-1.484,1.895,-12.994
1876,12,-0.784,1.596,-20.484
1877,1,0.054,1.454,-23.446
1877,2,3.272,1.751,-17.648
1877,3,-0.610,1.408,-16.35
1877,4,0.598,1.589,-6.002
1877,5,1.481,1.635,3.861
1877,6,-0.807,1.867,8.443
1877,7,0.640,1.592,13.51
1877,8,0.508,1.578,11.878
1877,9,0.754,1.581,6.164
1877,10,-0.389,1.590,-2.409
1877,11,0.996,1.933,-10.514
1877,12,3.179,2.087,-16.521
1878,1,2.614,1.927,-20.886
1878,2,3.744,2.043,-17.176
1878,3,4.295,1.855,-11.445
1878,4,2.130,1.823,-4.47
1878,5,-0.227,1.626,2.153
1878,6,1.004,1.804,10.254
1878,7,0.477,1.673,13.347
1878,8,1.269,1.788,12.639
1878,9,-0.309,1.705,5.101
1878,10,-1.062,1.737,-3.082
1878,11,2.686,1.893,-8.824
1878,12,1.927,1.619,-17.773
1879,1,0.584,1.756,-22.916
1879,2,-3.252,1.842,-24.172
1879,3,-0.941,1.821,-16.681
1879,4,0.057,1.898,-6.543
1879,5,0.016,1.590,2.396
1879,6,0.127,1.885,9.377
1879,7,-0.398,1.671,12.472
1879,8,-0.578,1.727,10.792
1879,9,-0.040,1.726,5.37
1879,10,-0.129,1.807,-2.149
1879,11,-0.501,1.677,-12.011
1879,12,-4.489,1.744,-24.189
1880,1,-0.287,2.020,-23.787
1880,2,-2.869,1.811,-23.789
1880,3,-3.277,2.043,-19.017
1880,4,-1.986,1.563,-8.586
1880,5,-0.187,1.872,2.193
1880,6,0.399,1.758,9.649
1880,7,0.280,1.704,13.15
1880,8,-0.973,1.606,10.397
1880,9,-0.165,1.552,5.245
1880,10,-0.093,1.716,-2.113
1880,11,-1.623,1.922,-13.133
1880,12,-2.492,1.876,-22.192
1881,1,-1.037,1.788,-24.537
1881,2,-0.712,1.842,-21.632
1881,3,1.428,1.741,-14.312
1881,4,-0.283,1.362,-6.883
1881,5,0.429,1.544,2.809
1881,6,0.035,1.415,9.285
1881,7,0.275,1.434,13.145
1881,8,0.269,1.255,11.639
1881,9,0.082,1.364,5.492
1881,10,-2.154,1.402,-4.174
1881,11,-2.178,1.776,-13.688
1881,12,0.535,1.736,-19.165
1882,1,-0.896,1.724,-24.396
1882,2,-0.879,1.432,-21.799
1882,3,-2.788,1.725,-18.528
1882,4,-1.376,1.486,-7.976
1882,5,-0.544,1.445,1.836
1882,6,0.057,1.289,9.307
1882,7,-0.814,1.439,12.056
1882,8,0.509,1.180,11.879
1882,9,0.804,1.185,6.214
1882,10,-0.108,1.719,-2.128
1882,11,-0.972,1.337,-12.482
1882,12,-0.970,1.492,-20.67
1883,1,-1.962,1.220,-25.462
1883,2,-2.615,1.238,-23.535
1883,3,-0.663,1.238,-16.403
1883,4,-1.312,1.817,-7.912
1883,5,-0.397,1.288,1.983
1883,6,0.387,1.319,9.637
1883,7,-0.952,1.406,11.918
1883,8,-0.627,1.387,10.743
1883,9,-0.133,1.327,5.277
1883,10,-0.925,1.327,-2.945
1883,11,-2.695,1.426,-14.205
1883,12,-2.588,1.431,-22.288
1884,1,-1.781,1.264,-25.281
1884,2,-3.612,1.378,-24.532
1884,3,-1.913,1.236,-17.653
1884,4,-0.409,1.201,-7.009
1884,5,-0.269,1.357,2.111
1884,6,0.298,1.320,9.548
1884,7,-1.185,1.238,11.685
1884,8,-0.253,1.418,11.117
1884,9,-0.803,1.194,4.607
1884,10,-2.280,1.190,-4.3
1884,11,-1.291,1.288,-12.801
1884,12,-2.576,1.680,-22.276
1885,1,-2.148,1.142,-25.648
1885,2,-1.219,1.129,-22.139
1885,3,-1.820,1.185,-17.56
1885,4,-0.037,1.132,-6.637
1885,5,-0.136,1.260,2.244
1885,6,-0.097,1.137,9.153
1885,7,0.216,1.181,13.086
1885,8,-0.668,1.053,10.702
1885,9,-0.467,1.059,4.943
1885,10,-0.255,1.225,-2.275
1885,11,1.325,1.134,-10.185
1885,12,0.528,1.415,-19.172
1886,1,-4.349,1.366,-27.849
1886,2,-2.369,1.659,-23.289
1886,3,-1.147,1.183,-16.887
1886,4,0.449,1.204,-6.151
1886,5,-0.159,1.306,2.221
1886,6,0.693,1.106,9.943
1886,7,0.659,1.372,13.529
1886,8,-0.231,1.135,11.139
1886,9,-1.059,1.205,4.351
1886,10,-0.132,1.268,-2.152
1886,11,-0.745,1.237,-12.255
1886,12,-1.956,1.173,-21.656
1887,1,-4.145,1.454,-27.645
1887,2,-4.830,1.315,-25.75
1887,3,-2.448,1.484,-18.188
1887,4,-1.518,1.144,-8.118
1887,5,0.411,1.257,2.791
1887,6,0.231,1.265,9.481
1887,7,0.089,1.282,12.959
1887,8,-0.806,1.234,10.564
1887,9,-0.354,1.261,5.056
1887,10,-2.181,1.342,-4.201
1887,11,-1.626,1.306,-13.136
1887,12,-2.232,1.460,-21.932
1888,1,-2.174,1.667,-25.674
1888,2,-1.504,1.337,-22.424
1888,3,-1.968,1.294,-17.708
1888,4,-2.467,1.454,-9.067
1888,5,-1.268,1.231,1.112
1888,6,0.419,1.905,9.669
1888,7,-0.195,1.335,12.675
1888,8,-0.500,1.217,10.87
1888,9,0.805,1.062,6.215
1888,10,-0.332,1.447,-2.352
1888,11,-0.303,1.106,-11.813
1888,12,1.625,1.396,-18.075
1889,1,2.336,1.615,-21.164
1889,2,-0.572,1.283,-21.492
1889,3,3.111,1.274,-12.629
1889,4,1.900,1.302,-4.7
1889,5,0.336,1.163,2.716
1889,6,-0.206,1.316,9.044
1889,7,-0.256,1.493,12.614
1889,8,0.053,1.135,11.423
1889,9,-0.423,1.222,4.987
1889,10,-0.827,1.160,-2.847
1889,11,-0.144,1.290,-11.654
1889,12,-1.541,1.454,-21.241
1890,1,-2.736,1.501,-26.236
1890,2,-3.713,1.374,-24.633
1890,3,-1.904,1.227,-17.644
1890,4,-2.584,1.214,-9.184
1890,5,-2.048,1.266,0.332
1890,6,-0.624,1.181,8.626
1890,7,-0.343,1.236,12.527
1890,8,-0.704,1.114,10.666
1890,9,-0.470,1.082,4.94
1890,10,0.429,1.329,-1.591
1890,11,0.709,1.183,-10.801
1890,12,0.049,1.414,-19.651
1891,1,2.084,1.455,-21.416
1891,2,-4.916,1.474,-25.836
1891,3,-0.802,1.397,-16.542
1891,4,0.668,1.234,-5.932
1891,5,-0.864,1.266,1.516
1891,6,-0.061,1.349,9.189
1891,7,-0.596,1.143,12.274
1891,8,0.168,1.237,11.538
1891,9,0.707,1.291,6.117
1891,10,-1.124,1.288,-3.144
1891,11,-1.450,1.330,-12.96
1891,12,1.699,1.397,-18.001
1892,1,0.446,1.369,-23.054
1892,2,-0.148,1.465,-21.068
1892,3,-0.003,1.387,-15.743
1892,4,-1.314,1.655,-7.914
1892,5,-1.072,1.324,1.308
1892,6,0.109,1.456,9.359
1892,7,-0.155,1.170,12.715
1892,8,0.083,1.316,11.453
1892,9,0.421,1.323,5.831
1892,10,0.954,1.193,-1.066
1892,11,-2.626,1.727,-14.136
1892,12,0.700,2.114,-19
1893,1,-0.902,1.555,-24.402
1893,2,-2.231,1.458,-23.151
1893,3,-1.369,1.255,-17.109
1893,4,-3.251,0.977,-9.851
1893,5,-0.055,1.243,2.325
1893,6,0.505,1.159,9.755
1893,7,0.072,1.113,12.942
1893,8,0.556,1.136,11.926
1893,9,0.046,1.141,5.456
1893,10,-0.290,1.063,-2.31
1893,11,-1.533,1.184,-13.043
1893,12,-3.686,1.549,-23.386
1894,1,-2.500,1.165,-26
1894,2,-2.718,1.109,-23.638
1894,3,-0.385,1.224,-16.125
1894,4,-1.582,1.011,-8.182
1894,5,-0.258,1.249,2.122
1894,6,0.306,1.064,9.556
1894,7,0.137,1.070,13.007
1894,8,0.365,1.043,11.735
1894,9,-0.290,1.125,5.12
1894,10,0.117,0.899,-1.903
1894,11,-1.793,1.032,-13.303
1894,12,1.341,1.404,-18.359
1895,1,-0.396,1.092,-23.896
1895,2,0.296,1.015,-20.624
1895,3,-0.072,0.962,-15.812
1895,4,2.189,1.512,-4.411
1895,5,0.295,0.979,2.675
1895,6,0.105,0.984,9.355
1895,7,-0.283,1.071,12.587
1895,8,-0.744,0.993,10.626
1895,9,-0.737,0.905,4.673
1895,10,-0.829,1.057,-2.849
1895,11,-1.515,0.920,-13.025
1895,12,0.339,1.172,-19.361
1896,1,-2.050,1.358,-25.55
1896,2,-0.753,1.140,-21.673
1896,3,-2.094,0.964,-17.834
1896,4,-1.460,1.034,-8.06
1896,5,-0.105,0.921,2.275
1896,6,0.269,1.003,9.519
1896,7,0.186,0.939,13.056
1896,8,0.105,0.977,11.475
1896,9,-0.074,1.000,5.336
1896,10,0.051,0.916,-1.969
1896,11,-3.368,1.188,-14.878
1896,12,0.560,0.967,-19.14
1897,1,0.200,0.993,-23.3
1897,2,-1.625,0.913,-22.545
1897,3,-2.492,1.053,-18.232
1897,4,-0.565,1.051,-7.165
1897,5,-0.014,0.959,2.366
1897,6,-0.093,1.052,9.157
1897,7,0.427,1.054,13.297
1897,8,-0.183,0.820,11.187
1897,9,-0.024,1.045,5.386
1897,10,-0.856,1.063,-2.876
1897,11,-3.059,1.172,-14.569
1897,12,0.586,0.922,-19.114
1898,1,0.966,1.141,-22.534
1898,2,-1.872,1.101,-22.792
1898,3,0.635,0.973,-15.105
1898,4,1.698,0.956,-4.902
1898,5,1.177,1.043,3.557
1898,6,0.214,0.811,9.464
1898,7,-0.624,0.958,12.246
1898,8,-0.076,0.868,11.294
1898,9,0.466,0.868,5.876
1898,10,-1.973,0.842,-3.993
1898,11,-3.135,1.166,-14.645
1898,12,0.223,0.856,-19.477
1899,1,-0.558,0.801,-24.058
1899,2,-4.646,1.199,-25.566
1899,3,-3.936,0.950,-19.676
1899,4,-0.048,1.081,-6.648
1899,5,-0.999,1.271,1.381
1899,6,-0.484,0.877,8.766
1899,7,-0.375,0.849,12.495
1899,8,-0.952,1.100,10.418
1899,9,-0.105,1.077,5.305
1899,10,-0.847,1.053,-2.867
1899,11,2.396,0.988,-9.114
1899,12,0.895,1.032,-18.805
1900,1,0.750,0.840,-22.75
1900,2,-0.828,0.944,-21.748
1900,3,-0.180,0.853,-15.92
1900,4,2.550,1.004,-4.05
1900,5,1.211,1.067,3.591
1900,6,0.880,0.837,10.13
1900,7,-0.313,0.783,12.557
1900,8,-0.087,0.932,11.283
1900,9,0.358,0.770,5.768
1900,10,0.598,0.848,-1.422
1900,11,-1.998,0.976,-13.508
1900,12,0.898,0.879,-18.802
1901,1,-0.526,1.022,-24.026
1901,2,-0.039,1.732,-20.959
1901,3,0.242,0.955,-15.498
1901,4,0.804,0.815,-5.796
1901,5,0.811,0.872,3.191
1901,6,-0.252,0.845,8.998
1901,7,0.088,0.777,12.958
1901,8,0.345,0.857,11.715
1901,9,-0.151,0.810,5.259
1901,10,0.906,0.788,-1.114
1901,11,-1.245,1.192,-12.755
1901,12,1.785,0.983,-17.915
1902,1,1.308,0.973,-22.192
1902,2,3.520,1.356,-17.4
1902,3,-0.255,1.043,-15.995
1902,4,0.643,0.902,-5.957
1902,5,-0.013,0.832,2.367
1902,6,-1.713,0.877,7.537
1902,7,0.116,0.788,12.986
1902,8,0.252,1.006,11.622
1902,9,0.041,0.789,5.451
1902,10,0.925,0.763,-1.095
1902,11,-0.901,0.873,-12.411
1902,12,-1.763,0.899,-21.463
1903,1,1.247,0.830,-22.253
1903,2,0.228,1.036,-20.692
1903,3,0.320,1.059,-15.42
1903,4,-0.532,0.892,-7.132
1903,5,-0.856,0.887,1.524
1903,6,0.135,0.899,9.385
1903,7,-0.620,0.744,12.25
1903,8,-0.382,0.883,10.988
1903,9,-0.674,0.962,4.736
1903,10,0.164,0.848,-1.856
1903,11,0.082,0.790,-11.428
1903,12,1.471,0.959,-18.229
1904,1,-1.006,0.880,-24.506
1904,2,-5.159,1.048,-26.079
1904,3,-1.792,1.047,-17.532
1904,4,0.810,0.886,-5.79
1904,5,0.577,0.850,2.957
1904,6,-0.359,0.808,8.891
1904,7,-0.598,0.842,12.272
1904,8,-0.436,0.873,10.934
1904,9,-1.324,0.872,4.086
1904,10,0.001,1.118,-2.019
1904,11,2.023,1.025,-9.487
1904,12,-0.238,1.026,-19.938
1905,1,-0.416,1.115,-23.916
1905,2,-0.544,1.411,-21.464
1905,3,1.723,1.365,-14.017
1905,4,1.612,1.275,-4.988
1905,5,0.733,0.845,3.113
1905,6,-0.487,0.826,8.763
1905,7,-0.186,0.841,12.684
1905,8,-0.113,0.839,11.257
1905,9,0.106,0.898,5.516
1905,10,-1.401,0.963,-3.421
1905,11,1.391,0.873,-10.119
1905,12,0.639,1.064,-19.061
1906,1,0.420,1.147,-23.08
1906,2,-1.341,0.965,-22.261
1906,3,0.106,0.975,-15.634
1906,4,1.580,0.922,-5.02
1906,5,0.242,0.944,2.622
1906,6,0.592,0.896,9.842
1906,7,1.123,0.877,13.993
1906,8,0.361,0.860,11.731
1906,9,0.646,0.863,6.056
1906,10,0.701,0.876,-1.319
1906,11,0.559,1.289,-10.951
1906,12,-2.341,1.213,-22.041
1907,1,-3.558,0.974,-27.058
1907,2,-2.741,0.940,-23.661
1907,3,-1.900,1.032,-17.64
1907,4,-3.878,0.824,-10.478
1907,5,-3.419,0.810,-1.039
1907,6,-0.386,0.828,8.864
1907,7,-1.020,1.084,11.85
1907,8,-1.011,0.887,10.359
1907,9,-0.521,0.832,4.889
1907,10,0.303,0.795,-1.717
1907,11,0.346,1.013,-11.164
1907,12,2.022,1.243,-17.678
1908,1,1.773,0.970,-21.727
1908,2,0.530,1.161,-20.39
1908,3,-2.634,1.114,-18.374
1908,4,-0.786,0.821,-7.386
1908,5,0.701,0.854,3.081
1908,6,-0.414,1.005,8.836
1908,7,0.767,1.097,13.637
1908,8,-0.342,0.792,11.028
1908,9,1.214,0.761,6.624
1908,10,-0.001,0.795,-2.021
1908,11,0.105,0.872,-11.405
1908,12,-1.038,0.920,-20.738
1909,1,-4.029,0.963,-27.529
1909,2,-3.337,0.907,-24.257
1909,3,2.141,0.995,-13.599
1909,4,-3.595,1.105,-10.195
1909,5,-0.215,0.855,2.165
1909,6,0.381,0.992,9.631
1909,7,-0.055,0.808,12.815
1909,8,-0.162,0.776,11.208
1909,9,0.587,0.755,5.997
1909,10,-0.026,1.010,-2.046
1909,11,-1.392,0.777,-12.902
1909,12,1.053,1.170,-18.647
1910,1,1.981,0.993,-21.519
1910,2,-3.949,0.918,-24.869
1910,3,2.291,0.992,-13.449
1910,4,1.399,0.755,-5.201
1910,5,-0.267,0.773,2.113
1910,6,0.273,0.760,9.523
1910,7,0.141,0.791,13.011
1910,8,-0.561,0.761,10.809
1910,9,-0.522,0.760,4.888
1910,10,0.371,0.792,-1.649
1910,11,0.664,1.181,-10.846
1910,12,-0.222,0.982,-19.922
1911,1,-4.705,0.941,-28.205
1911,2,-0.442,0.850,-21.362
1911,3,0.752,0.874,-14.988
1911,4,-0.192,0.850,-6.792
1911,5,1.065,0.810,3.445
1911,6,0.530,0.830,9.78
1911,7,-0.073,0.811,12.797
1911,8,-0.527,0.833,10.843
1911,9,-0.659,0.809,4.751
1911,10,1.005,0.807,-1.015
1911,11,-1.938,0.828,-13.448
1911,12,2.022,0.884,-17.678
1912,1,-1.938,0.928,-25.438
1912,2,1.832,0.950,-19.088
1912,3,-1.286,0.931,-17.026
1912,4,0.063,0.849,-6.537
1912,5,0.500,0.815,2.88
1912,6,0.234,0.821,9.484
1912,7,-1.488,0.853,11.382
1912,8,-0.790,0.890,10.58
1912,9,0.103,0.827,5.513
1912,10,0.457,0.839,-1.563
1912,11,1.789,0.837,-9.721
1912,12,0.966,0.900,-18.734
1913,1,-2.601,0.884,-26.101
1913,2,-1.757,0.942,-22.677
1913,3,-2.794,0.870,-18.534
1913,4,0.702,0.823,-5.898
1913,5,-0.756,0.868,1.624
1913,6,0.197,0.871,9.447
1913,7,-0.852,0.839,12.018
1913,8,-0.581,0.864,10.789
1913,9,-0.588,0.882,4.822
1913,10,-1.128,0.869,-3.148
1913,11,0.572,0.911,-10.938
1913,12,2.678,0.928,-17.022
1914,1,-0.295,1.054,-23.795
1914,2,-5.413,0.933,-26.333
1914,3,-0.626,0.919,-16.366
1914,4,-1.229,0.892,-7.829
1914,5,-0.081,0.855,2.299
1914,6,-0.497,0.822,8.753
1914,7,-0.407,0.864,12.463
1914,8,-0.409,0.754,10.961
1914,9,0.337,0.803,5.747
1914,10,1.392,0.890,-0.628
1914,11,-0.317,0.838,-11.827
1914,12,-0.895,0.881,-20.595
1915,1,1.297,0.932,-22.203
1915,2,1.765,0.934,-19.155
1915,3,1.882,0.874,-13.858
1915,4,3.792,0.823,-2.808
1915,5,0.683,0.763,3.063
1915,6,-1.175,0.752,8.075
1915,7,-0.653,0.749,12.217
1915,8,0.570,0.770,11.94
1915,9,-0.471,0.816,4.939
1915,10,-0.208,0.802,-2.228
1915,11,0.983,0.949,-10.527
1915,12,2.578,0.768,-17.122
1916,1,-1.564,1.018,-25.064
1916,2,-1.062,0.816,-21.982
1916,3,-1.653,0.758,-17.393
1916,4,1.377,0.858,-5.223
1916,5,0.479,0.796,2.859
1916,6,-0.169,0.805,9.081
1916,7,0.285,0.744,13.155
